subject,cond,roi,chi,gof,src
P8,INIT,cacc,0.6354609348302218,0.9419876443534551,residuo corregido
P8,INIT,frontal,0.3827776803408803,0.9635609464999411,residuo corregido
P8,INIT,lh,0.5498256958686139,0.7672944597114124,residuo corregido
P8,INIT,rh,0.7976717377972744,0.8689921330463902,residuo corregido
P9,INHIB,cacc,0.8348300281462213,0.9469275652211796,residuo corregido
P9,INHIB,frontal,0.2700031518909099,0.8013011869220273,residuo corregido
P9,INHIB,lh,1.2080227958766043,0.865517501117513,residuo corregido
P9,INHIB,rh,1.0222307637745438,0.8718224083052252,residuo corregido
P9,INIT,cacc,1.1142631191149661,0.8784981531570095,residuo corregido
P9,INIT,frontal,0.6543858248781828,0.968197668259393,residuo corregido
P9,INIT,lh,1.0104985386752072,0.9903246746674679,residuo corregido
P9,INIT,rh,1.1795208359707443,0.9095845882812138,residuo corregido
P1,INHIB,cacc,1.7855824909611018,0.9433795893701777,EEG crudo
P1,INHIB,frontal,1.8671115809299077,0.996645442231859,EEG crudo
P1,INHIB,lh,1.6359298585002726,0.9884526566425386,EEG crudo
P1,INHIB,rh,1.2997934705948775,0.983190559931423,EEG crudo
P1,INIT,cacc,1.5787006090752262,0.9937296849206025,EEG crudo
P1,INIT,frontal,2.235863576573546,0.9953997645308572,EEG crudo
P1,INIT,lh,1.8788081000416232,0.9796208649416974,EEG crudo
P1,INIT,rh,1.71583700408988,0.9825881609065553,EEG crudo
P10,INHIB,cacc,1.2430643641504273,0.8923813090043357,EEG crudo
P10,INHIB,frontal,1.2528066488051992,0.9909452351255134,EEG crudo
P10,INHIB,lh,1.407388307076006,0.9973923323320263,EEG crudo
P10,INHIB,rh,0.8669437773018355,0.9270564901578607,EEG crudo
P10,INIT,cacc,1.3694018339486171,0.942273197082164,EEG crudo
P10,INIT,frontal,1.7467210053614728,0.9942526032554636,EEG crudo
