auc_pooled,p_perm,auc_loso,loso_lo,loso_hi,subj_sign_acc,subj_binom_p
0.5321593234594476,0.0003999200159968006,0.507517642742924,0.47423506781346947,0.5392158525500633,0.6595744680851063,0.03998605682605215
